x,y,z
0.2585796117782593,0.7162920832633972,0.10271546244621277
0.37893614172935486,-0.3589498996734619,-0.6026579141616821
0.5069026350975037,1.7448978424072266,-2.251728057861328
2.0641191005706787,3.121548891067505,-2.443242311477661
1.8565785884857178,2.4471421241760254,-1.5394575595855713
1.520945429801941,3.0417609214782715,-0.3152466416358948
-1.5806782245635986,2.8637607097625732,-0.3384992182254791
-0.9017964005470276,-1.2574772834777832,5.5052409172058105
4.764782428741455,-2.4454662799835205,7.37312650680542
3.587472915649414,-1.9484524726867676,7.526418209075928
-0.1843099147081375,0.6748029589653015,10.176057815551758
-0.5821440815925598,3.5030746459960938,4.782116889953613
-2.3939061164855957,-0.001838646363466978,-1.004725694656372
-0.004010987002402544,-0.19891789555549622,-0.1701914370059967
-0.5417556762695312,0.07396956533193588,-0.030232736840844154
-0.2527502179145813,0.2000361531972885,-0.07809187471866608
-0.8122537136077881,0.33648720383644104,-0.29209232330322266
-4.229184150695801,3.990016460418701,-2.7209155559539795
-7.18787956237793,6.8655853271484375,-8.627449035644531
-2.367244243621826,6.970890045166016,-6.95592737197876
1.130180835723877,4.355575084686279,-0.7709270715713501
0.3536771237850189,3.2843620777130127,-0.1121547669172287
-0.6793039441108704,3.4037375450134277,-1.1654824018478394
0.3135368824005127,-1.5730626583099365,5.186444282531738
3.87197208404541,-4.580367565155029,6.480066299438477
2.794245958328247,-0.2973288893699646,6.139798164367676
0.9958760142326355,1.4312762022018433,9.414824485778809
-1.9432839155197144,0.44491007924079895,3.7196340560913086
-1.2221558094024658,-0.27304697036743164,0.6479700207710266
-0.5272177457809448,0.4128669202327728,-0.5111828446388245
-0.3862598240375519,0.44877591729164124,0.07406517118215561
-0.5007240772247314,0.2706969976425171,0.1822635531425476
-2.427971839904785,0.3567376136779785,-0.8055625557899475
-7.585355281829834,2.4559121131896973,-3.7395246028900146
-8.175660133361816,5.352189064025879,-4.940384864807129
-3.6607160568237305,6.865675926208496,-1.6173920631408691
1.686452031135559,4.1549153327941895,0.20170648396015167
-0.5501920580863953,5.010676383972168,-0.37284842133522034
-0.3883293569087982,4.397705554962158,1.5618669986724854
0.7456688284873962,-0.9256111979484558,6.9756269454956055
4.669637680053711,-3.315587043762207,7.381373882293701
1.1871591806411743,0.4295383095741272,6.601211071014404
0.987916111946106,-0.09694226086139679,8.882952690124512
-1.0055811405181885,1.1054115295410156,4.927651405334473
-0.572936475276947,0.4239369034767151,-0.07297993451356888
-1.0366168022155762,-0.2030218243598938,-0.5619592070579529
0.12565459311008453,0.1720396727323532,0.3197697401046753
-0.16014279425144196,0.2036021202802658,0.26465004682540894
-0.797984778881073,0.16112923622131348,-0.20350810885429382
-2.814012289047241,0.717061460018158,-0.8269370794296265
-9.459218978881836,5.229383945465088,-4.965811252593994
-6.877364158630371,7.790589332580566,-6.590627193450928
-1.0762563943862915,6.580724716186523,-2.9298925399780273
2.076627492904663,5.279869556427002,1.198257327079773
-0.6641615033149719,3.752756118774414,0.3609504699707031
0.7982378005981445,-1.151170253753662,6.006490230560303
4.185409069061279,-2.0406100749969482,8.397075653076172
-0.04218553751707077,0.07014047354459763,7.998444080352783
5.104212284088135,-1.9983694553375244,9.995598793029785
0.5095987915992737,2.901902198791504,6.579090118408203
-2.6537399291992188,0.8961893916130066,-0.49006399512290955
-0.907960832118988,-0.02424248866736889,-1.293437123298645
-0.520714282989502,0.26569506525993347,-0.03783472999930382
-0.08869311958551407,0.16109994053840637,0.007984955795109272
0.03869200125336647,0.02798023633658886,-0.04994438961148262
-0.03853008151054382,0.006702643819153309,-0.1362406611442566
0.17424583435058594,-0.011932026594877243,0.005883455276489258
-0.6136344075202942,0.17207536101341248,-0.11813436448574066
-5.577281475067139,2.936940908432007,-2.15350341796875
-10.05860424041748,7.918511867523193,-10.390925407409668
-4.927855491638184,7.5024566650390625,-5.637449741363525
-0.6769436001777649,7.893953323364258,-0.9558532238006592
0.5578435659408569,5.6789021492004395,0.5401777625083923
-0.7735561728477478,1.9713515043258667,3.0329103469848633
4.66923713684082,-3.3554537296295166,8.041152954101562
1.9787888526916504,-0.7206569910049438,6.628147125244141
1.5641636848449707,2.178734302520752,9.543501853942871
-1.3017688989639282,3.40531587600708,6.495985984802246
-1.7537940740585327,0.3946671485900879,0.7453948259353638
-1.2190086841583252,0.25573936104774475,-0.8405354619026184
-0.5205540060997009,0.1342984139919281,-0.2005261778831482
0.08850536495447159,0.08346852660179138,-0.056542638689279556
-0.016984842717647552,0.04939417913556099,0.06769675761461258
-0.1102447509765625,0.05392821133136749,-0.0517585352063179
-0.39124923944473267,0.21797920763492584,-0.10565399378538132
-6.840787410736084,3.5370500087738037,-2.8598756790161133
-7.046669960021973,6.036295413970947,-7.423436641693115
-2.7824063301086426,4.868835926055908,-5.299009799957275
0.9726868271827698,4.80704927444458,-2.018453598022461
2.4541993141174316,5.405873775482178,-0.4622853398323059
0.3819066286087036,4.179959297180176,0.5505273342132568
1.712457299232483,0.936440646648407,5.474350452423096
0.22408422827720642,0.3910242021083832,6.4051361083984375
-0.4293558895587921,-2.5415680408477783,7.407917499542236
4.4211931228637695,-0.7634169459342957,9.08033275604248
-1.3205574750900269,1.7635878324508667,4.780791759490967
-1.7061301469802856,-0.07659198343753815,-0.23611266911029816
-0.5327472686767578,0.007959655486047268,-0.39190998673439026
-0.7073047161102295,0.10672537982463837,-0.3024839758872986
