x,y,z
0.506256103515625,-0.220123291015625,-0.961944580078125
0.3174285888671875,-0.293914794921875,-1.0687255859375
0.13470458984375,-0.3028564453125,-0.8408050537109375
0.01153564453125,-0.15423583984375,-0.3645782470703125
-0.37603759765625,0.044342041015625,-0.3429412841796875
-0.8695831298828125,0.270721435546875,-0.342132568359375
-1.1661224365234375,0.5008697509765625,-0.3875579833984375
-1.6703643798828125,0.474395751953125,-0.4751434326171875
-1.5648956298828125,0.2845458984375,-0.58135986328125
-1.0693511962890625,0.294097900390625,-0.7659912109375
-0.7008514404296875,0.2330322265625,-0.796600341796875
-0.5103607177734375,0.2733306884765625,-0.6478271484375
-0.7943267822265625,0.43292236328125,-0.674591064453125
-1.08624267578125,0.6593780517578125,-0.6834259033203125
-1.0704193115234375,0.7218170166015625,-0.65838623046875
-1.083984375,0.7375030517578125,-0.698028564453125
-1.1884918212890625,0.5248260498046875,-0.8728485107421875
-1.032989501953125,0.2517242431640625,-0.8444366455078125
-0.68646240234375,-0.0201873779296875,-0.5863494873046875
-0.5457763671875,-0.2870025634765625,-0.3218536376953125
-0.2441864013671875,-0.4167633056640625,-0.11651611328125
-0.10369873046875,-0.4124603271484375,-0.2731475830078125
-0.183929443359375,-0.381072998046875,-0.5862579345703125
-0.3897705078125,-0.2870635986328125,-0.9544677734375
-0.81805419921875,-0.156005859375,-1.2081298828125
-0.858306884765625,-0.11322021484375,-1.3665924072265625
-0.5604095458984375,-0.1347503662109375,-1.1162109375
-0.1521453857421875,-0.2337646484375,-0.86114501953125
0.1155242919921875,-0.3040924072265625,-0.6359100341796875
0.1807861328125,-0.320831298828125,-0.5616455078125
0.0274200439453125,-0.302154541015625,-0.5833740234375
-0.362579345703125,-0.294647216796875,-0.957366943359375
-0.611236572265625,-0.2549591064453125,-1.085174560546875
-0.9575958251953125,-0.1174774169921875,-1.172271728515625
-1.011962890625,-0.1783294677734375,-0.95965576171875
-0.7962799072265625,-0.3540496826171875,-0.70892333984375
-0.6933746337890625,-0.3844757080078125,-0.4767608642578125
-0.4454498291015625,-0.3310089111328125,-0.295562744140625
-0.316864013671875,-0.4902191162109375,-0.4256744384765625
-0.384674072265625,-0.165374755859375,-0.2779083251953125
-0.716094970703125,0.133331298828125,-0.626678466796875
-1.0885772705078125,0.4979400634765625,-0.600555419921875
-1.4413604736328125,1.020172119140625,-0.5357818603515625
-1.509033203125,1.1501312255859375,-0.574493408203125
-1.0000762939453125,0.63037109375,-0.5061187744140625
-0.7552490234375,0.37152099609375,-0.1124267578125
-0.7725982666015625,0.4034423828125,-0.069122314453125
-0.7605133056640625,0.4624176025390625,-0.120391845703125
-0.8398284912109375,0.4741058349609375,-0.0048370361328125
-0.936279296875,0.5677490234375,0.1066131591796875
-0.8922882080078125,0.5178070068359375,-0.0274658203125
-0.847412109375,0.6629180908203125,-0.2264862060546875
-0.854736328125,0.5893707275390625,-0.3708648681640625
-0.80084228515625,0.488037109375,-0.274200439453125
-0.859130859375,0.5101318359375,-0.18255615234375
-0.8991851806640625,0.531280517578125,-0.278564453125
-0.8227691650390625,0.5178985595703125,-0.176666259765625
-0.8603057861328125,0.5328521728515625,-0.0823516845703125
-0.91058349609375,0.5705413818359375,-0.037322998046875
-0.9870147705078125,0.674560546875,-0.080413818359375
-0.918487548828125,0.49871826171875,-0.0855712890625
-0.7706146240234375,0.469970703125,-0.103302001953125
-0.7778472900390625,0.655364990234375,-0.157806396484375
-0.7117919921875,0.4743499755859375,-0.157806396484375
-0.72967529296875,0.4349365234375,0.021240234375
-0.9291534423828125,0.4153900146484375,0.0577392578125
-1.0092010498046875,0.4417266845703125,-0.099853515625
-1.03668212890625,0.60504150390625,-0.2778778076171875
-0.9163818359375,0.6041717529296875,-0.324615478515625
-0.8180084228515625,0.5226898193359375,-0.2832489013671875
-0.74371337890625,0.6463623046875,-0.3148040771484375
-0.870697021484375,0.562286376953125,-0.2126312255859375
-0.8473052978515625,0.5141448974609375,-0.3034820556640625
-0.945648193359375,0.59539794921875,-0.4279632568359375
-0.84893798828125,0.563629150390625,-0.3155059814453125
-0.769805908203125,0.5225982666015625,-0.235595703125
-0.8123321533203125,0.5046234130859375,-0.217529296875
-0.899810791015625,0.5482635498046875,-0.1598052978515625
-0.8717041015625,0.4227447509765625,0.028045654296875
-0.9539337158203125,0.448150634765625,0.10040283203125
-0.9862823486328125,0.39959716796875,0.175811767578125
-1.0437469482421875,0.4461669921875,0.0597686767578125
-0.9298858642578125,0.40289306640625,-0.1020050048828125
-0.814666748046875,0.4132537841796875,-0.146575927734375
-0.7912750244140625,0.3898468017578125,-0.1727447509765625
-0.8670654296875,0.4022674560546875,-0.076995849609375
-0.912811279296875,0.3871002197265625,-0.0923614501953125
-0.94659423828125,0.376708984375,-0.10772705078125
-1.0446014404296875,0.46112060546875,-0.1394195556640625
-1.0089569091796875,0.4294281005859375,-0.213623046875
-0.86279296875,0.4991607666015625,-0.3137969970703125
-0.8697357177734375,0.5848541259765625,-0.170684814453125
-0.858489990234375,0.5814208984375,-0.0969085693359375
-0.877685546875,0.591827392578125,-0.124725341796875
-0.786041259765625,0.5073394775390625,-0.0508575439453125
-0.66015625,0.4961395263671875,-0.06219482421875
-0.7785491943359375,0.51971435546875,-0.056671142578125
-0.93145751953125,0.554107666015625,-0.1075897216796875
-1.0269622802734375,0.5783233642578125,-0.107757568359375
-1.0643157958984375,0.6184234619140625,-0.123809814453125
